access	author	category	consortium	filename	id	mr	ncase	ncontrol	note	nsnp	path	pmid	population	priority	sample_size	sd	sex	subcategory	trait	unit	year
public	Shin	Metabolites	NA	M03127.metal.pos.txt.gz.tab	361	1	NA	NA	NA	2545756	/projects/MRC-IEU/publicdata/GWAS_summary_data/metabolome	24816252	European	1	7287	0.148725384	Males and females	Nucleotide	Hypoxanthine	log10 units	2014
public	Shin	Metabolites	NA	M03141.metal.pos.txt.gz.tab	362	1	NA	NA	NA	2545684	/projects/MRC-IEU/publicdata/GWAS_summary_data/metabolome	24816252	European	1	7806	0.120033574	Males and females	Amino acid	Betaine	log10 units	2014
public	Shin	Metabolites	NA	M03147.metal.pos.txt.gz.tab	363	1	NA	NA	NA	2545938	/projects/MRC-IEU/publicdata/GWAS_summary_data/metabolome	24816252	European	1	6845	0.162362501	Males and females	Nucleotide	Xanthine	log10 units	2014
public	Shin	Metabolites	NA	M11438.metal.pos.txt.gz.tab	364	1	NA	NA	NA	2545586	/projects/MRC-IEU/publicdata/GWAS_summary_data/metabolome	24816252	European	1	7789	0.061965103	Males and females	Energy	Phosphate	log10 units	2014
public	Shin	Metabolites	NA	M12017.metal.pos.txt.gz.tab	365	1	NA	NA	NA	2544787	/projects/MRC-IEU/publicdata/GWAS_summary_data/metabolome	24816252	European	1	5997	0.133616145	Males and females	Amino acid	3-methoxytyrosine	log10 units	2014
public	Shin	Metabolites	NA	M12035.metal.pos.txt.gz.tab	366	1	NA	NA	NA	2545686	/projects/MRC-IEU/publicdata/GWAS_summary_data/metabolome	24816252	European	1	7803	0.117236072	Males and females	Fatty acid	Pelargonate (9:0)	log10 units	2014
public	Shin	Metabolites	NA	M12067.metal.pos.txt.gz.tab	367	1	NA	NA	NA	2545844	/projects/MRC-IEU/publicdata/GWAS_summary_data/metabolome	24816252	European	1	7500	0.083294503	Males and females	Fatty acid	Undecanoate (11:0)	log10 units	2014
public	Shin	Metabolites	NA	M12129.metal.pos.txt.gz.tab	368	1	NA	NA	NA	2545179	/projects/MRC-IEU/publicdata/GWAS_summary_data/metabolome	24816252	European	1	7283	0.146397919	Males and females	Amino acid	Beta-hydroxyisovalerate	log10 units	2014
public	Shin	Metabolites	NA	M12261.metal.pos.txt.gz.tab	369	1	NA	NA	NA	2545263	/projects/MRC-IEU/publicdata/GWAS_summary_data/metabolome	24816252	European	1	1564	0.273683201	Males and females	Lipid	Taurodeoxycholate	log10 units	2014
public	Shin	Metabolites	NA	M12593.metal.pos.txt.gz.tab	370	1	NA	NA	NA	2545738	/projects/MRC-IEU/publicdata/GWAS_summary_data/metabolome	24816252	European	1	7759	0.089544813	Males and females	Unknown metabolite	X-02973	log10 units	2014
public	Shin	Metabolites	NA	M12626.metal.pos.txt.gz.tab	371	1	NA	NA	NA	2545669	/projects/MRC-IEU/publicdata/GWAS_summary_data/metabolome	24816252	European	1	7689	0.134073135	Males and females	Unknown metabolite	X-03003	log10 units	2014
public	Shin	Metabolites	NA	M12768.metal.pos.txt.gz.tab	372	1	NA	NA	NA	2545577	/projects/MRC-IEU/publicdata/GWAS_summary_data/metabolome	24816252	European	1	7474	0.157475291	Males and females	Unknown metabolite	X-03088	log10 units	2014
public	Shin	Metabolites	NA	M12774.metal.pos.txt.gz.tab	373	1	NA	NA	NA	2545572	/projects/MRC-IEU/publicdata/GWAS_summary_data/metabolome	24816252	European	1	7804	0.11971564	Males and females	Unknown metabolite	X-03094	log10 units	2014
public	Shin	Metabolites	NA	M15122.metal.pos.txt.gz.tab	374	1	NA	NA	NA	2545492	/projects/MRC-IEU/publicdata/GWAS_summary_data/metabolome	24816252	European	1	7800	0.134547462	Males and females	Lipid	Glycerol	log10 units	2014
public	Shin	Metabolites	NA	M15140.metal.pos.txt.gz.tab	375	1	NA	NA	NA	2545666	/projects/MRC-IEU/publicdata/GWAS_summary_data/metabolome	24816252	European	1	7816	0.111013672	Males and females	Amino acid	Kynurenine	log10 units	2014
public	Shin	Metabolites	NA	M15335.metal.pos.txt.gz.tab	376	1	NA	NA	NA	2545531	/projects/MRC-IEU/publicdata/GWAS_summary_data/metabolome	24816252	European	1	5917	0.460311889	Males and females	Carbohydrate	Mannitol	log10 units	2014
public	Shin	Metabolites	NA	M15365.metal.pos.txt.gz.tab	377	1	NA	NA	NA	2545634	/projects/MRC-IEU/publicdata/GWAS_summary_data/metabolome	24816252	European	1	7781	0.134565839	Males and females	Lipid	Glycerol 3-phosphate (G3P)	log10 units	2014
public	Shin	Metabolites	NA	M15488.metal.pos.txt.gz.tab	378	1	NA	NA	NA	2545589	/projects/MRC-IEU/publicdata/GWAS_summary_data/metabolome	24816252	European	1	7789	0.091348944	Males and females	Energy	Acetylphosphate	log10 units	2014
public	Shin	Metabolites	NA	M15500.metal.pos.txt.gz.tab	379	1	NA	NA	NA	2545563	/projects/MRC-IEU/publicdata/GWAS_summary_data/metabolome	24816252	European	1	7797	0.06531508	Males and females	Lipid	Carnitine	log10 units	2014
public	Shin	Metabolites	NA	M15506.metal.pos.txt.gz.tab	380	1	NA	NA	NA	2545597	/projects/MRC-IEU/publicdata/GWAS_summary_data/metabolome	24816252	European	1	7750	0.079551356	Males and females	Lipid	Choline	log10 units	2014
public	Shin	Metabolites	NA	M15630.metal.pos.txt.gz.tab	381	1	NA	NA	NA	2545364	/projects/MRC-IEU/publicdata/GWAS_summary_data/metabolome	24816252	European	1	7574	0.221699151	Males and females	Amino acid	N-acetylornithine	log10 units	2014
public	Shin	Metabolites	NA	M15650.metal.pos.txt.gz.tab	382	1	NA	NA	NA	2545622	/projects/MRC-IEU/publicdata/GWAS_summary_data/metabolome	24816252	European	1	7813	0.060287497	Males and females	Nucleotide	N1-methyladenosine	log10 units	2014
public	Shin	Metabolites	NA	M15676.metal.pos.txt.gz.tab	383	1	NA	NA	NA	2545685	/projects/MRC-IEU/publicdata/GWAS_summary_data/metabolome	24816252	European	1	7779	0.114775383	Males and females	Amino acid	3-methyl-2-oxovalerate	log10 units	2014
public	Shin	Metabolites	NA	M15677.metal.pos.txt.gz.tab	384	1	NA	NA	NA	2543426	/projects/MRC-IEU/publicdata/GWAS_summary_data/metabolome	24816252	European	1	5885	0.405272919	Males and females	Amino acid	3-methylhistidine	log10 units	2014
public	Shin	Metabolites	NA	M15749.metal.pos.txt.gz.tab	385	1	NA	NA	NA	2544465	/projects/MRC-IEU/publicdata/GWAS_summary_data/metabolome	24816252	European	1	6182	0.220586821	Males and females	Amino acid	3-phenylpropionate (hydrocinnamate)	log10 units	2014
public	Shin	Metabolites	NA	M15958.metal.pos.txt.gz.tab	386	1	NA	NA	NA	2544277	/projects/MRC-IEU/publicdata/GWAS_summary_data/metabolome	24816252	European	1	4754	0.162780386	Males and females	Amino acid	Phenylacetate	log10 units	2014
public	Shin	Metabolites	NA	M15990.metal.pos.txt.gz.tab	387	1	NA	NA	NA	2545468	/projects/MRC-IEU/publicdata/GWAS_summary_data/metabolome	24816252	European	1	7156	0.160818025	Males and females	Lipid	Glycerophosphorylcholine (GPC)	log10 units	2014
public	Shin	Metabolites	NA	M15996.metal.pos.txt.gz.tab	388	1	NA	NA	NA	2545425	/projects/MRC-IEU/publicdata/GWAS_summary_data/metabolome	24816252	European	1	7721	0.198565893	Males and females	Amino acid	Aspartate	log10 units	2014
public	Shin	Metabolites	NA	M16634.metal.pos.txt.gz.tab	389	1	NA	NA	NA	2545854	/projects/MRC-IEU/publicdata/GWAS_summary_data/metabolome	24816252	European	1	7502	0.247110786	Males and females	Unknown metabolite	X-04357	log10 units	2014
public	Shin	Metabolites	NA	M16816.metal.pos.txt.gz.tab	390	1	NA	NA	NA	2544637	/projects/MRC-IEU/publicdata/GWAS_summary_data/metabolome	24816252	European	1	5007	0.138311011	Males and females	Unknown metabolite	X-04494	log10 units	2014
public	Shin	Metabolites	NA	M16818.metal.pos.txt.gz.tab	391	1	NA	NA	NA	2545543	/projects/MRC-IEU/publicdata/GWAS_summary_data/metabolome	24816252	European	1	7490	0.18351488	Males and females	Unknown metabolite	X-04495	log10 units	2014
public	Shin	Metabolites	NA	M16821.metal.pos.txt.gz.tab	392	1	NA	NA	NA	2545878	/projects/MRC-IEU/publicdata/GWAS_summary_data/metabolome	24816252	European	1	7160	0.150405399	Males and females	Unknown metabolite	X-04498	log10 units	2014
public	Shin	Metabolites	NA	M16822.metal.pos.txt.gz.tab	393	1	NA	NA	NA	2545613	/projects/MRC-IEU/publicdata/GWAS_summary_data/metabolome	24816252	European	1	6948	0.137585165	Males and females	Amino acid	"X-04499--3,4-dihydroxybutyrate"	log10 units	2014
public	Shin	Metabolites	NA	M16823.metal.pos.txt.gz.tab	394	1	NA	NA	NA	2544484	/projects/MRC-IEU/publicdata/GWAS_summary_data/metabolome	24816252	European	1	3647	0.420830097	Males and females	Unknown metabolite	X-04500	log10 units	2014
public	Shin	Metabolites	NA	M17805.metal.pos.txt.gz.tab	395	1	NA	NA	NA	2545669	/projects/MRC-IEU/publicdata/GWAS_summary_data/metabolome	24816252	European	1	7800	0.190098108	Males and females	Fatty acid	Dihomo-linoleate (20:2n6)	log10 units	2014
public	Shin	Metabolites	NA	M17807.metal.pos.txt.gz.tab	396	1	NA	NA	NA	2545942	/projects/MRC-IEU/publicdata/GWAS_summary_data/metabolome	24816252	European	1	7663	0.310129967	Males and females	Unknown metabolite	X-18601	log10 units	2014
public	Shin	Metabolites	NA	M17945.metal.pos.txt.gz.tab	397	1	NA	NA	NA	2545671	/projects/MRC-IEU/publicdata/GWAS_summary_data/metabolome	24816252	European	1	7763	0.122293043	Males and females	Lipid	2-hydroxystearate	log10 units	2014
public	Shin	Metabolites	NA	M18283.metal.pos.txt.gz.tab	398	1	NA	NA	NA	2545107	/projects/MRC-IEU/publicdata/GWAS_summary_data/metabolome	24816252	European	1	6357	0.299829441	Males and females	Unknown metabolite	X-05426	log10 units	2014
public	Shin	Metabolites	NA	M18349.metal.pos.txt.gz.tab	399	1	NA	NA	NA	2546166	/projects/MRC-IEU/publicdata/GWAS_summary_data/metabolome	24816252	European	1	7378	0.149332525	Males and females	Amino acid	Indolelactate	log10 units	2014
public	Fritsche LG	Disease	AMDGene	AMDGene2013_GeographicAtropy_v_Controls.txt.gz.tab.all_pos.all_neg	4	0	2016	51844	Only P-values available	2426859	/projects/MRC-IEU/publicdata/GWAS_summary_data/AMDGC	23455636	Mixed	2	53860	NA	Males and females	Eye	Geographic atrophy age related macular degeneration	log odds	2013
public	Shin	Metabolites	NA	M18357.metal.pos.txt.gz.tab	400	1	NA	NA	NA	2545247	/projects/MRC-IEU/publicdata/GWAS_summary_data/metabolome	24816252	European	1	2108	0.270466583	Males and females	Peptide	Glycylvaline	log10 units	2014
public	Shin	Metabolites	NA	M18369.metal.pos.txt.gz.tab	401	1	NA	NA	NA	2545647	/projects/MRC-IEU/publicdata/GWAS_summary_data/metabolome	24816252	European	1	7802	0.116837942	Males and females	Peptide	Gamma-glutamylleucine	log10 units	2014
public	Shin	Metabolites	NA	M18467.metal.pos.txt.gz.tab	402	1	NA	NA	NA	2545634	/projects/MRC-IEU/publicdata/GWAS_summary_data/metabolome	24816252	European	1	7816	0.190245953	Males and females	Fatty acid	Eicosapentaenoate (EPA; 20:5n3)	log10 units	2014
public	Shin	Metabolites	NA	M18474.metal.pos.txt.gz.tab	403	1	NA	NA	NA	2542633	/projects/MRC-IEU/publicdata/GWAS_summary_data/metabolome	24816252	European	1	957	0.24935854	Males and females	Lipid	Estrone 3-sulfate	log10 units	2014
public	Shin	Metabolites	NA	M18476.metal.pos.txt.gz.tab	404	1	NA	NA	NA	2545954	/projects/MRC-IEU/publicdata/GWAS_summary_data/metabolome	24816252	European	1	5995	0.28899723	Males and females	Lipid	Glycocholate	log10 units	2014
public	Shin	Metabolites	NA	M18477.metal.pos.txt.gz.tab	405	1	NA	NA	NA	2544647	/projects/MRC-IEU/publicdata/GWAS_summary_data/metabolome	24816252	European	1	1477	0.353742125	Males and females	Lipid	Glycodeoxycholate	log10 units	2014
public	Shin	Metabolites	NA	M18494.metal.pos.txt.gz.tab	406	1	NA	NA	NA	2546774	/projects/MRC-IEU/publicdata/GWAS_summary_data/metabolome	24816252	European	1	5716	0.298460091	Males and females	Lipid	Taurochenodeoxycholate	log10 units	2014
public	Shin	Metabolites	NA	M18497.metal.pos.txt.gz.tab	407	1	NA	NA	NA	2545866	/projects/MRC-IEU/publicdata/GWAS_summary_data/metabolome	24816252	European	1	4032	0.345603145	Males and females	Lipid	Taurocholate	log10 units	2014
public	Shin	Metabolites	NA	M18929.metal.pos.txt.gz.tab	408	1	NA	NA	NA	2545753	/projects/MRC-IEU/publicdata/GWAS_summary_data/metabolome	24816252	European	1	7734	0.129963254	Males and females	Unknown metabolite	X-05907	log10 units	2014
public	Shin	Metabolites	NA	M19323.metal.pos.txt.gz.tab	409	1	NA	NA	NA	2545635	/projects/MRC-IEU/publicdata/GWAS_summary_data/metabolome	24816252	European	1	7818	0.187339594	Males and females	Fatty acid	Docosahexaenoate (DHA; 22:6n3)	log10 units	2014
public	Shin	Metabolites	NA	M19324.metal.pos.txt.gz.tab	410	1	NA	NA	NA	2545589	/projects/MRC-IEU/publicdata/GWAS_summary_data/metabolome	24816252	European	1	7694	0.185323859	Males and females	Lipid	1-stearoylglycerophosphoinositol	log10 units	2014
public	Shin	Metabolites	NA	M19362.metal.pos.txt.gz.tab	411	1	NA	NA	NA	2545759	/projects/MRC-IEU/publicdata/GWAS_summary_data/metabolome	24816252	European	1	7623	0.119005452	Males and females	Unknown metabolite	X-06226	log10 units	2014
public	Shin	Metabolites	NA	M19364.metal.pos.txt.gz.tab	412	1	NA	NA	NA	2545551	/projects/MRC-IEU/publicdata/GWAS_summary_data/metabolome	24816252	European	1	7358	0.148151426	Males and females	Unknown metabolite	X-06246	log10 units	2014
public	Shin	Metabolites	NA	M19368.metal.pos.txt.gz.tab	413	1	NA	NA	NA	2545696	/projects/MRC-IEU/publicdata/GWAS_summary_data/metabolome	24816252	European	1	7075	0.158414556	Males and females	Unknown metabolite	X-06267	log10 units	2014
public	Shin	Metabolites	NA	M19396.metal.pos.txt.gz.tab	414	1	NA	NA	NA	2545549	/projects/MRC-IEU/publicdata/GWAS_summary_data/metabolome	24816252	European	1	6774	0.17832859	Males and females	Unknown metabolite	X-06307	log10 units	2014
public	Shin	Metabolites	NA	M19414.metal.pos.txt.gz.tab	415	1	NA	NA	NA	2545553	/projects/MRC-IEU/publicdata/GWAS_summary_data/metabolome	24816252	European	1	5161	0.144889087	Males and females	Unknown metabolite	X-06350	log10 units	2014
public	Shin	Metabolites	NA	M19415.metal.pos.txt.gz.tab	416	1	NA	NA	NA	2544606	/projects/MRC-IEU/publicdata/GWAS_summary_data/metabolome	24816252	European	1	4791	0.160188509	Males and females	Unknown metabolite	X-06351	log10 units	2014
public	Shin	Metabolites	NA	M19934.metal.pos.txt.gz.tab	417	1	NA	NA	NA	2545559	/projects/MRC-IEU/publicdata/GWAS_summary_data/metabolome	24816252	European	1	7803	0.112847672	Males and females	Lipid	Myo-inositol	log10 units	2014
public	Shin	Metabolites	NA	M20489.metal.pos.txt.gz.tab	418	1	NA	NA	NA	2545599	/projects/MRC-IEU/publicdata/GWAS_summary_data/metabolome	24816252	European	1	7773	0.090810406	Males and females	Carbohydrate	Glucose	log10 units	2014
public	Shin	Metabolites	NA	M20675.metal.pos.txt.gz.tab	419	1	NA	NA	NA	2545780	/projects/MRC-IEU/publicdata/GWAS_summary_data/metabolome	24816252	European	1	7746	0.152704464	Males and females	Carbohydrate	"1,5-anhydroglucitol (1,5-AG)"	log10 units	2014
public	Shin	Metabolites	NA	M21044.metal.pos.txt.gz.tab	420	1	NA	NA	NA	2545615	/projects/MRC-IEU/publicdata/GWAS_summary_data/metabolome	24816252	European	1	7815	0.168363902	Males and females	Amino acid	2-hydroxybutyrate (AHB)	log10 units	2014
public	Shin	Metabolites	NA	M21047.metal.pos.txt.gz.tab	421	1	NA	NA	NA	2545692	/projects/MRC-IEU/publicdata/GWAS_summary_data/metabolome	24816252	European	1	7648	0.114790708	Males and females	Amino acid	3-methyl-2-oxobutyrate	log10 units	2014
public	Shin	Metabolites	NA	M21049.metal.pos.txt.gz.tab	422	1	NA	NA	NA	2541750	/projects/MRC-IEU/publicdata/GWAS_summary_data/metabolome	24816252	European	1	3663	0.28850041	Males and females	Carbohydrate	"1,6-anhydroglucose"	log10 units	2014
public	Shin	Metabolites	NA	M21127.metal.pos.txt.gz.tab	423	1	NA	NA	NA	2544839	/projects/MRC-IEU/publicdata/GWAS_summary_data/metabolome	24816252	European	1	7429	0.16550374	Males and females	Lipid	1-palmitoylglycerol (1-monopalmitin)	log10 units	2014
public	Shin	Metabolites	NA	M21184.metal.pos.txt.gz.tab	424	1	NA	NA	NA	2545533	/projects/MRC-IEU/publicdata/GWAS_summary_data/metabolome	24816252	European	1	5717	0.258196141	Males and females	Lipid	1-oleoylglycerol (1-monoolein)	log10 units	2014
public	Shin	Metabolites	NA	M21188.metal.pos.txt.gz.tab	425	1	NA	NA	NA	2544531	/projects/MRC-IEU/publicdata/GWAS_summary_data/metabolome	24816252	European	1	6965	0.152137728	Males and females	Lipid	1-stearoylglycerol (1-monostearin)	log10 units	2014
public	Shin	Metabolites	NA	M21630.metal.pos.txt.gz.tab	426	1	NA	NA	NA	2545599	/projects/MRC-IEU/publicdata/GWAS_summary_data/metabolome	24816252	European	1	7726	0.149581468	Males and females	Unknown metabolite	X-08402	log10 units	2014
public	Shin	Metabolites	NA	M22030.metal.pos.txt.gz.tab	427	1	NA	NA	NA	2545252	/projects/MRC-IEU/publicdata/GWAS_summary_data/metabolome	24816252	European	1	6539	0.140564265	Males and females	Amino acid	2-hydroxyisobutyrate	log10 units	2014
public	Shin	Metabolites	NA	M22032.metal.pos.txt.gz.tab	428	1	NA	NA	NA	2544547	/projects/MRC-IEU/publicdata/GWAS_summary_data/metabolome	24816252	European	1	6050	0.160779071	Males and females	Unknown metabolite	X-08766	log10 units	2014
public	Shin	Metabolites	NA	M22116.metal.pos.txt.gz.tab	429	1	NA	NA	NA	2545690	/projects/MRC-IEU/publicdata/GWAS_summary_data/metabolome	24816252	European	1	7776	0.125626226	Males and females	Amino acid	4-methyl-2-oxopentanoate	log10 units	2014
public	Shin	Metabolites	NA	M22130.metal.pos.txt.gz.tab	430	1	NA	NA	NA	2544881	/projects/MRC-IEU/publicdata/GWAS_summary_data/metabolome	24816252	European	1	6064	0.130057981	Males and females	Amino acid	Phenyllactate (PLA)	log10 units	2014
public	Shin	Metabolites	NA	M22138.metal.pos.txt.gz.tab	431	1	NA	NA	NA	2545416	/projects/MRC-IEU/publicdata/GWAS_summary_data/metabolome	24816252	European	1	4135	0.171706192	Males and females	Amino acid	Homocitrulline	log10 units	2014
public	Shin	Metabolites	NA	M22175.metal.pos.txt.gz.tab	432	1	NA	NA	NA	2545786	/projects/MRC-IEU/publicdata/GWAS_summary_data/metabolome	24816252	European	1	3948	0.2257258	Males and females	Peptide	Aspartylphenylalanine	log10 units	2014
public	Shin	Metabolites	NA	M22177.metal.pos.txt.gz.tab	433	1	NA	NA	NA	2544323	/projects/MRC-IEU/publicdata/GWAS_summary_data/metabolome	24816252	European	1	6982	0.122633875	Males and females	Amino acid	Levulinate (4-oxovalerate)	log10 units	2014
public	Shin	Metabolites	NA	M22189.metal.pos.txt.gz.tab	434	1	NA	NA	NA	2545659	/projects/MRC-IEU/publicdata/GWAS_summary_data/metabolome	24816252	European	1	7701	0.175753168	Males and females	Lipid	Palmitoylcarnitine	log10 units	2014
public	Shin	Metabolites	NA	M22481.metal.pos.txt.gz.tab	435	1	NA	NA	NA	2545530	/projects/MRC-IEU/publicdata/GWAS_summary_data/metabolome	24816252	European	1	7776	0.133810097	Males and females	Unknown metabolite	X-08988	log10 units	2014
public	Shin	Metabolites	NA	M22548.metal.pos.txt.gz.tab	436	1	NA	NA	NA	2545849	/projects/MRC-IEU/publicdata/GWAS_summary_data/metabolome	24816252	European	1	7627	0.137075612	Males and females	Unknown metabolite	X-09026	log10 units	2014
public	Shin	Metabolites	NA	M22649.metal.pos.txt.gz.tab	437	1	NA	NA	NA	2545794	/projects/MRC-IEU/publicdata/GWAS_summary_data/metabolome	24816252	European	1	6910	0.125209285	Males and females	Unknown metabolite	X-09108	log10 units	2014
public	Shin	Metabolites	NA	M22842.metal.pos.txt.gz.tab	438	1	NA	NA	NA	2545328	/projects/MRC-IEU/publicdata/GWAS_summary_data/metabolome	24816252	European	1	5929	0.498160587	Males and females	Lipid	Cholate	log10 units	2014
public	Shin	Metabolites	NA	M24074.metal.pos.txt.gz.tab	439	1	NA	NA	NA	2545584	/projects/MRC-IEU/publicdata/GWAS_summary_data/metabolome	24816252	European	1	7697	0.148712301	Males and females	Unknown metabolite	X-09706	log10 units	2014
public	Moffatt MF	Disease	GABRIEL	gabriel_results.txt.tab	44	1	10365	16110	NA	546183	/projects/MRC-IEU/publicdata/GWAS_summary_data/Gabriel	20860503	European	1	26475	NA	Males and females	Autoimmune / inflammatory	Asthma	log odds	2007
public	Shin	Metabolites	NA	M25459.metal.pos.txt.gz.tab	440	1	NA	NA	NA	2545550	/projects/MRC-IEU/publicdata/GWAS_summary_data/metabolome	24816252	European	1	7784	0.118316799	Males and females	Unknown metabolite	X-10395	log10 units	2014
public	Shin	Metabolites	NA	M25599.metal.pos.txt.gz.tab	441	1	NA	NA	NA	2544630	/projects/MRC-IEU/publicdata/GWAS_summary_data/metabolome	24816252	European	1	6807	0.144402078	Males and females	Unknown metabolite	X-10429	log10 units	2014
