Name,Infinium Design Type,Chromosome,Location (hg19),Strand,Gene Symbol,Effect,Std. Error,Z-value,P-value,FDR,P-value (Current vs. Never),FDR (Current vs. Never),Dose Response
cg01750611,II,17,"27,072,015",R,TRAF4,-4.8E-06,1.1E-06,-4.54,5.6E-06,3.5E-05,3.44E-08,7.4E-06,1
cg11465939,II,22,"23,923,462",R,IGLL1,3.4E-06,1.6E-06,2.10,0.0354,0.0575,3.44E-08,7.4E-06,0
cg14016875,I,17,"14,206,981",F,HS3ST3B1;MGC12916,-2.4E-05,3.8E-06,-6.23,4.6E-10,8.5E-09,3.45E-08,7.4E-06,1
cg02935272,I,18,"3,067,385",R,MYOM1,3.1E-06,1.2E-06,2.62,0.0088,0.0180,3.45E-08,7.4E-06,1
cg09307264,II,17,"4,902,281",R,INCA1;KIF1C,-9.4E-06,2.6E-06,-3.62,2.9E-04,0.0010,3.46E-08,7.5E-06,1
cg18033416,II,17,"30,592,033",F,RHBDL3,-1.4E-05,2.8E-06,-4.89,1.0E-06,7.7E-06,3.47E-08,7.5E-06,1
cg14765414,II,13,"113,652,335",F,MCF2L,2.0E-06,1.5E-06,1.35,0.1777,0.2242,3.52E-08,7.6E-06,0
cg27528222,I,1,"2,138,953",F,C1orf86,-4.1E-06,1.0E-06,-3.99,6.5E-05,2.9E-04,3.52E-08,7.6E-06,1
cg18406801,II,2,"109,294,820",F,LIMS1,1.3E-06,1.7E-06,0.76,0.4455,0.4948,3.52E-08,7.6E-06,0
cg13209388,II,1,"6,355,060",F,ACOT7,9.1E-06,2.3E-06,3.91,9.3E-05,3.9E-04,3.53E-08,7.6E-06,1
cg26844633,II,15,"40,635,904",F,,-2.1E-05,3.2E-06,-6.49,8.4E-11,1.8E-09,3.53E-08,7.6E-06,1
cg14018141,II,17,"72,480,644",R,CD300A,-4.3E-06,1.7E-06,-2.58,0.0098,0.0197,3.55E-08,7.6E-06,1
cg07167594,II,22,"19,010,468",R,DGCR10,4.8E-06,1.6E-06,3.07,0.0021,0.0055,3.56E-08,7.7E-06,1
cg25323554,II,17,"27,135,257",R,C17orf63,-1.9E-05,2.3E-06,-8.38,5.4E-17,3.3E-15,3.56E-08,7.7E-06,1
cg03131366,II,12,"2,041,707",R,,7.2E-06,2.0E-06,3.57,3.6E-04,0.0012,3.59E-08,7.7E-06,1
cg19757176,I,1,"154,128,041",R,TPM3;NUP210L,-1.4E-05,3.3E-06,-4.35,1.4E-05,7.4E-05,3.59E-08,7.7E-06,1
cg03611151,I,1,"24,229,581",R,CNR2,7.8E-07,1.6E-06,0.49,0.6274,0.6680,3.60E-08,7.7E-06,0
cg02959759,II,12,"2,801,584",F,CACNA1C,1.0E-05,2.2E-06,4.54,5.7E-06,3.5E-05,3.60E-08,7.7E-06,1
cg03509898,II,14,"104,190,750",R,ZFYVE21,8.3E-06,1.7E-06,4.91,8.9E-07,7.0E-06,3.60E-08,7.7E-06,1
cg07430820,II,17,"7,792,191",F,CHD3,-1.1E-05,1.6E-06,-7.00,2.6E-12,7.7E-11,3.61E-08,7.7E-06,1
cg03660377,I,16,"368,048",R,AXIN1,-5.9E-06,1.2E-06,-4.70,2.6E-06,1.8E-05,3.65E-08,7.8E-06,1
cg13916835,II,17,"2,078,431",F,SMG6,-2.8E-05,3.7E-06,-7.64,2.3E-14,9.4E-13,3.66E-08,7.8E-06,1
cg05316864,II,4,"140,527,631",F,,2.5E-06,2.1E-06,1.16,0.2479,0.2980,3.66E-08,7.8E-06,0
cg26504467,II,16,"11,318,653",F,,-5.8E-06,1.4E-06,-4.05,5.2E-05,2.4E-04,3.67E-08,7.9E-06,1
cg26716902,I,17,"40,835,920",F,CNTNAP1,1.5E-05,4.7E-06,3.12,0.0018,0.0047,3.68E-08,7.9E-06,1
cg11944324,II,11,"1,296,536",F,TOLLIP,1.5E-06,1.0E-06,1.48,0.1400,0.1831,3.70E-08,7.9E-06,0
cg16608498,II,5,"158,612,132",R,RNF145,-1.5E-05,2.5E-06,-5.91,3.4E-09,5.0E-08,3.71E-08,7.9E-06,1
cg03665259,II,6,"31,021,826",R,HCG22,9.0E-07,7.8E-07,1.15,0.2481,0.2981,3.73E-08,8.0E-06,0
cg26405020,II,15,"91,427,363",F,FES,3.5E-06,1.3E-06,2.70,0.0070,0.0148,3.73E-08,8.0E-06,1
cg01940297,II,8,"129,061,191",R,MIR1207;PVT1,-5.6E-06,2.8E-06,-2.00,0.0454,0.0709,3.74E-08,8.0E-06,0
cg24287110,II,10,"3,824,687",R,KLF6,-2.2E-05,3.2E-06,-6.72,1.9E-11,4.6E-10,3.74E-08,8.0E-06,1
cg26161820,II,17,"37,792,777",R,STARD3;PPP1R1B,-3.1E-06,1.9E-06,-1.68,0.0929,0.1293,3.75E-08,8.0E-06,0
cg26942124,I,5,"124,080,075",R,ZNF608,-4.9E-06,2.2E-06,-2.17,0.0298,0.0497,3.75E-08,8.0E-06,1
cg15302379,II,10,"102,821,848",F,KAZALD1,-1.8E-05,3.7E-06,-4.92,8.8E-07,6.9E-06,3.78E-08,8.1E-06,1
cg26542660,II,4,"56,813,860",R,CEP135,-5.2E-06,1.2E-06,-4.48,7.4E-06,4.4E-05,3.79E-08,8.1E-06,1
cg26348226,II,1,"21,617,442",R,ECE1,-8.8E-06,1.3E-06,-7.03,2.0E-12,6.0E-11,3.80E-08,8.1E-06,1
cg26801037,II,7,"157,294,357",R,,-4.4E-06,2.3E-06,-1.89,0.0591,0.0880,3.82E-08,8.1E-06,0
cg26132737,II,2,"198,029,141",R,ANKRD44,-2.5E-05,4.2E-06,-5.84,5.1E-09,7.2E-08,3.82E-08,8.1E-06,1
cg16592596,II,17,"79,620,347",R,PDE6G,4.5E-06,1.8E-06,2.53,0.0114,0.0223,3.83E-08,8.1E-06,1
cg13641317,II,3,"127,255,552",R,,1.8E-05,2.6E-06,6.78,1.2E-11,3.1E-10,3.86E-08,8.2E-06,1
cg23966547,II,11,"57,174,470",R,SLC43A3,-1.3E-05,2.0E-06,-6.49,8.9E-11,1.9E-09,3.86E-08,8.2E-06,1
cg05318142,II,2,"85,999,498",R,ATOH8,-6.8E-06,1.9E-06,-3.53,4.2E-04,0.0014,3.89E-08,8.3E-06,1
cg25313468,I,4,"57,773,308",R,REST,-1.3E-05,4.3E-06,-3.08,0.0021,0.0054,3.94E-08,8.4E-06,1
cg02503850,II,10,"72,432,552",F,ADAMTS14,3.5E-06,1.8E-06,2.00,0.0455,0.0711,3.94E-08,8.4E-06,0
cg04922188,II,9,"139,527,675",F,,5.8E-06,2.9E-06,1.98,0.0477,0.0739,3.95E-08,8.4E-06,0
cg10424892,II,12,"9,602,245",R,DDX12,8.4E-06,3.3E-06,2.54,0.0111,0.0220,3.97E-08,8.4E-06,1
cg15182635,I,10,"77,165,167",F,C10orf41,-1.9E-05,3.8E-06,-5.01,5.4E-07,4.6E-06,3.98E-08,8.4E-06,1
cg03054026,II,2,"242,808,907",R,,8.3E-06,2.2E-06,3.84,1.2E-04,4.9E-04,3.98E-08,8.4E-06,1
cg04986931,II,22,"39,850,128",F,,-5.5E-06,1.6E-06,-3.38,7.3E-04,0.0022,3.98E-08,8.4E-06,1
cg09107344,II,12,"53,612,734",F,RARG,-8.2E-06,1.4E-06,-5.99,2.1E-09,3.3E-08,3.99E-08,8.4E-06,1
cg10828401,II,19,"799,190",F,PTBP1,-1.1E-05,1.5E-06,-7.08,1.5E-12,4.6E-11,4.04E-08,8.5E-06,1
cg03287929,I,6,"168,682,455",F,,-6.2E-06,1.9E-06,-3.25,0.0012,0.0033,4.04E-08,8.5E-06,1
cg25670900,II,X,"77,914,054",R,ZCCHC5,9.4E-06,2.4E-06,3.97,7.0E-05,3.1E-04,4.06E-08,8.6E-06,1
cg22460173,II,19,"6,536,042",F,,9.7E-06,1.9E-06,5.22,1.8E-07,1.7E-06,4.08E-08,8.6E-06,1
cg20375836,I,13,"99,135,543",R,STK24,-3.2E-06,9.9E-07,-3.23,0.0012,0.0034,4.09E-08,8.6E-06,1
cg07705835,II,3,"9,959,128",F,IL17RC,-9.8E-06,1.5E-06,-6.67,2.5E-11,6.0E-10,4.10E-08,8.6E-06,1
cg16554099,II,6,"7,053,734",R,,-1.6E-05,2.3E-06,-6.76,1.4E-11,3.5E-10,4.11E-08,8.7E-06,1
cg09109383,II,16,"16,083,164",R,ABCC1,-2.8E-06,2.3E-06,-1.22,0.2206,0.2700,4.11E-08,8.7E-06,0
cg04858631,II,10,"74,035,570",R,DDIT4,-9.4E-06,2.6E-06,-3.58,3.4E-04,0.0012,4.12E-08,8.7E-06,1
cg07502868,I,16,"979,898",R,LMF1,-7.8E-06,2.5E-06,-3.16,0.0016,0.0042,4.17E-08,8.8E-06,1
cg01035068,I,16,"89,627,855",F,RPL13;SNORD68,-1.2E-06,4.0E-07,-3.11,0.0019,0.0048,4.18E-08,8.8E-06,1
cg08260891,II,20,"44,518,802",F,CTSA;NEURL2,2.4E-06,1.3E-06,1.87,0.0610,0.0905,4.18E-08,8.8E-06,0
cg21025494,II,7,"23,502,744",R,IGF2BP3,4.6E-06,1.2E-06,3.70,2.1E-04,7.8E-04,4.19E-08,8.8E-06,1
cg09874754,I,1,"36,574,629",R,,4.2E-06,1.6E-06,2.69,0.0071,0.0149,4.20E-08,8.8E-06,1
cg18917643,II,5,"39,476,124",F,,-6.1E-06,2.2E-06,-2.74,0.0062,0.0134,4.20E-08,8.8E-06,1
cg11339839,II,17,"77,901,129",R,,-1.1E-05,2.0E-06,-5.54,3.0E-08,3.5E-07,4.22E-08,8.9E-06,1
cg05439368,II,15,"45,028,098",F,TRIM69,-1.0E-05,2.4E-06,-4.31,1.6E-05,8.6E-05,4.22E-08,8.9E-06,1
cg17478749,II,6,"31,589,365",R,SNORA38;BAT2,-1.5E-05,2.1E-06,-7.26,3.8E-13,1.3E-11,4.25E-08,8.9E-06,1
cg25124943,II,10,"4,117,248",F,,-4.3E-06,1.5E-06,-2.80,0.0051,0.0113,4.26E-08,8.9E-06,1
cg05059607,II,17,"65,488,100",R,PITPNC1,8.9E-06,2.6E-06,3.38,7.2E-04,0.0022,4.27E-08,9.0E-06,1
cg03144619,I,1,"230,415,668",R,GALNT2,-2.0E-05,3.4E-06,-5.94,2.9E-09,4.4E-08,4.28E-08,9.0E-06,1
cg11178863,II,1,"13,839,785",R,,3.9E-06,1.2E-06,3.16,0.0016,0.0043,4.29E-08,9.0E-06,1
cg13959831,II,9,"36,938,341",R,PAX5,-2.1E-05,3.7E-06,-5.80,6.7E-09,9.3E-08,4.29E-08,9.0E-06,1
cg01834979,II,12,"58,119,918",F,AGAP2;LOC100130776,-1.3E-05,3.1E-06,-4.15,3.3E-05,1.6E-04,4.31E-08,9.0E-06,1
cg16209444,II,3,"58,522,771",R,ACOX2,-6.9E-06,1.7E-06,-4.18,3.0E-05,1.5E-04,4.32E-08,9.0E-06,1
cg24582007,II,6,"155,782,958",R,,1.3E-05,2.7E-06,4.92,8.7E-07,6.8E-06,4.34E-08,9.1E-06,1
cg19452802,II,6,"46,459,961",R,,7.4E-06,1.9E-06,3.83,1.3E-04,5.2E-04,4.37E-08,9.1E-06,1
cg07383757,II,11,"3,647,654",F,TRPC2,1.3E-06,1.1E-06,1.17,0.2435,0.2935,4.37E-08,9.1E-06,0
cg12140977,II,8,"134,513,309",R,ST3GAL1,-8.6E-06,1.6E-06,-5.33,9.9E-08,1.0E-06,4.38E-08,9.1E-06,1
cg04019636,I,1,"201,977,390",F,,-5.6E-06,2.5E-06,-2.29,0.0218,0.0384,4.42E-08,9.2E-06,1
cg12728240,II,2,"73,870,294",F,NAT8,1.6E-06,9.6E-07,1.64,0.1018,0.1396,4.42E-08,9.2E-06,0
cg01331992,II,9,"19,379,118",R,RPS6,-2.2E-05,4.0E-06,-5.39,6.9E-08,7.2E-07,4.43E-08,9.2E-06,1
cg11435441,I,6,"25,027,994",F,,-5.8E-06,2.3E-06,-2.57,0.0101,0.0203,4.45E-08,9.3E-06,1
cg22341848,II,1,"24,106,359",F,C1orf128,-6.7E-06,1.5E-06,-4.46,8.3E-06,4.9E-05,4.47E-08,9.3E-06,1
cg03242028,II,9,"35,754,421",R,MSMP,-9.8E-06,1.7E-06,-5.73,1.0E-08,1.3E-07,4.48E-08,9.3E-06,1
cg22968401,II,17,"27,370,009",F,PIPOX,4.4E-06,1.7E-06,2.64,0.0082,0.0169,4.49E-08,9.3E-06,1
cg04666465,II,16,"23,520,563",R,GGA2,-1.1E-05,2.9E-06,-3.70,2.1E-04,7.7E-04,4.53E-08,9.4E-06,1
cg18331348,II,14,"35,810,887",R,,7.4E-07,1.1E-06,0.66,0.5069,0.5538,4.54E-08,9.4E-06,0
cg27409015,II,2,"158,114,424",R,GALNT5,6.1E-06,1.8E-06,3.38,7.4E-04,0.0022,4.54E-08,9.4E-06,1
cg12621745,II,8,"145,043,333",R,PLEC1,-6.1E-06,1.4E-06,-4.29,1.8E-05,9.6E-05,4.58E-08,9.5E-06,1
cg22510139,II,1,"3,058,822",F,PRDM16,-1.8E-05,2.9E-06,-6.13,8.7E-10,1.5E-08,4.58E-08,9.5E-06,1
cg03539717,II,19,"13,065,086",R,GADD45GIP1,-7.7E-06,1.6E-06,-4.94,7.7E-07,6.2E-06,4.58E-08,9.5E-06,1
cg22400959,II,1,"3,458,577",F,MEGF6,7.3E-06,3.9E-06,1.85,0.0648,0.0952,4.60E-08,9.6E-06,0
cg03986322,II,1,"9,789,699",R,CLSTN1,-6.0E-06,1.3E-06,-4.69,2.8E-06,1.9E-05,4.62E-08,9.6E-06,1
cg00640314,II,8,"67,835,853",R,SNORD87;SNHG6,-1.6E-05,2.2E-06,-6.96,3.4E-12,9.9E-11,4.63E-08,9.6E-06,1
cg10420527,II,11,"68,138,505",F,LRP5,-1.2E-05,1.6E-06,-7.96,1.7E-15,8.4E-14,4.63E-08,9.6E-06,1
cg01439670,II,11,"76,381,165",R,LRRC32,-1.1E-05,2.8E-06,-3.93,8.5E-05,3.6E-04,4.65E-08,9.6E-06,1
cg11868595,I,6,"32,191,226",R,NOTCH4,-1.0E-05,3.1E-06,-3.30,9.5E-04,0.0028,4.66E-08,9.7E-06,1
cg00385142,II,3,"98,235,918",F,CLDND1,-1.1E-05,1.1E-06,-10.35,4.0E-25,5.6E-23,4.67E-08,9.7E-06,1
cg07042014,II,14,"24,783,620",R,LTB4R,2.5E-06,1.6E-06,1.57,0.1156,0.1557,4.67E-08,9.7E-06,0
cg00910882,II,15,"65,648,312",R,IGDCC3,2.0E-06,1.1E-06,1.83,0.0672,0.0981,4.68E-08,9.7E-06,0
cg22561727,II,19,"4,719,848",R,DPP9,-1.2E-06,1.1E-06,-1.13,0.2603,0.3105,4.71E-08,9.7E-06,0
cg23689227,II,2,"11,925,375",R,LPIN1,-2.2E-05,3.4E-06,-6.42,1.4E-10,2.9E-09,4.74E-08,9.8E-06,1
cg10843343,I,12,"53,298,027",R,KRT8,-2.1E-05,3.0E-06,-6.86,7.0E-12,1.9E-10,4.75E-08,9.8E-06,1
cg02610360,II,11,"120,197,521",R,TMEM136,3.2E-05,3.5E-06,9.21,3.1E-20,2.8E-18,4.76E-08,9.8E-06,1
cg15578140,II,7,"147,718,109",R,MIR548F3;CNTNAP2,9.9E-06,2.6E-06,3.83,1.3E-04,5.1E-04,4.77E-08,9.8E-06,1
cg07602659,II,17,"80,844,196",F,TBCD,7.1E-07,1.6E-06,0.44,0.6607,0.6985,4.80E-08,9.9E-06,0
cg13014333,II,6,"31,762,776",F,VARS,-5.2E-06,9.8E-07,-5.30,1.2E-07,1.1E-06,4.80E-08,9.9E-06,1
cg12421513,II,1,"25,599,066",F,RHD,4.0E-06,1.5E-06,2.73,0.0064,0.0138,4.84E-08,1.0E-05,1
cg16455376,II,16,"8,985,720",F,,-5.2E-06,1.5E-06,-3.40,6.7E-04,0.0021,4.84E-08,1.0E-05,1
cg06639488,II,1,"155,103,222",F,EFNA1,3.5E-06,1.0E-06,3.38,7.3E-04,0.0022,4.87E-08,1.0E-05,1
cg11816838,II,3,"150,484,093",R,,-6.8E-06,1.8E-06,-3.84,1.2E-04,5.0E-04,4.87E-08,1.0E-05,1
cg21721681,II,19,"49,133,845",R,DBP,-1.1E-05,2.3E-06,-4.92,8.6E-07,6.8E-06,4.88E-08,1.0E-05,1
cg07683388,I,2,"198,029,332",F,ANKRD44,-1.4E-05,2.8E-06,-5.03,5.0E-07,4.2E-06,4.90E-08,1.0E-05,1
cg02621988,I,17,"2,498,631",F,PAFAH1B1,-7.6E-06,2.2E-06,-3.50,4.7E-04,0.0015,4.94E-08,1.0E-05,1
cg20823695,II,1,"2,345,410",F,PEX10,-1.4E-05,2.0E-06,-6.83,8.3E-12,2.2E-10,4.94E-08,1.0E-05,1
cg17904575,II,14,"102,290,370",R,PPP2R5C,-8.8E-06,2.4E-06,-3.62,2.9E-04,0.0010,4.96E-08,1.0E-05,1
cg04017131,II,8,"6,419,570",F,ANGPT2;MCPH1,-2.8E-05,6.0E-06,-4.66,3.2E-06,2.1E-05,4.97E-08,1.0E-05,1
cg04757411,II,13,"76,259,545",F,LMO7,-5.1E-06,1.7E-06,-2.91,0.0036,0.0085,4.97E-08,1.0E-05,1
cg17449254,II,21,"43,442,863",F,C21orf121,-4.5E-07,1.8E-06,-0.25,0.8055,0.8303,4.98E-08,1.0E-05,0
cg26403843,II,5,"158,634,085",R,RNF145,-1.6E-05,3.1E-06,-5.13,2.9E-07,2.6E-06,5.00E-08,1.0E-05,1
cg05616472,II,9,"140,514,393",F,EHMT1;C9orf37,-9.6E-06,1.2E-06,-8.06,7.5E-16,3.9E-14,5.01E-08,1.0E-05,1
cg27025995,II,8,"139,926,236",F,COL22A1,-8.3E-06,1.8E-06,-4.51,6.6E-06,4.0E-05,5.02E-08,1.0E-05,1
cg01451604,II,10,"80,691,791",R,,2.2E-06,9.9E-07,2.19,0.0283,0.0476,5.03E-08,1.0E-05,1
cg03183618,II,2,"134,964,228",F,,-6.9E-06,1.3E-06,-5.27,1.4E-07,1.3E-06,5.04E-08,1.0E-05,1
cg07485754,II,7,"116,511,339",F,CAPZA2,8.9E-07,1.3E-06,0.67,0.5029,0.5501,5.12E-08,1.0E-05,0
cg20726664,II,15,"86,168,936",F,AKAP13,4.3E-06,2.7E-06,1.60,0.1093,0.1485,5.12E-08,1.0E-05,0
cg16600996,II,22,"29,699,230",R,,1.3E-06,1.1E-06,1.18,0.2384,0.2884,5.17E-08,1.1E-05,0
cg16969872,II,13,"79,968,324",R,RBM26,-2.5E-05,2.5E-06,-10.09,6.4E-24,8.3E-22,5.20E-08,1.1E-05,1
cg22786472,II,4,"26,198,975",F,,-5.0E-06,1.8E-06,-2.71,0.0068,0.0145,5.22E-08,1.1E-05,1
cg02998240,II,1,"16,508,668",R,,-3.6E-05,3.7E-06,-9.75,1.8E-22,2.1E-20,5.23E-08,1.1E-05,1
cg15601164,II,10,"130,832,336",R,,5.3E-06,1.5E-06,3.67,2.5E-04,8.8E-04,5.24E-08,1.1E-05,1
cg10211873,II,16,"85,116,513",F,KIAA0513,2.0E-06,1.1E-06,1.83,0.0676,0.0986,5.26E-08,1.1E-05,0
cg07902156,II,5,"1,495,284",F,LPCAT1,-1.1E-05,2.4E-06,-4.81,1.5E-06,1.1E-05,5.26E-08,1.1E-05,1
cg22163280,I,17,"72,423,543",F,,-1.0E-05,2.4E-06,-4.20,2.6E-05,1.3E-04,5.26E-08,1.1E-05,1
cg12157646,II,2,"133,189,699",R,GPR39,-5.8E-06,3.1E-06,-1.91,0.0567,0.0851,5.27E-08,1.1E-05,0
cg20984065,II,3,"51,745,321",R,GRM2,-4.6E-06,1.7E-06,-2.70,0.0069,0.0146,5.29E-08,1.1E-05,1
cg15963463,I,1,"25,253,237",F,RUNX3,-1.1E-05,1.9E-06,-5.83,5.4E-09,7.7E-08,5.30E-08,1.1E-05,1
cg24681208,II,14,"23,351,876",R,REM2,5.3E-06,1.3E-06,4.05,5.1E-05,2.3E-04,5.32E-08,1.1E-05,1
cg04030401,II,16,"67,196,699",F,HSF4;FBXL8,1.9E-06,1.2E-06,1.60,0.1103,0.1497,5.34E-08,1.1E-05,0
cg02556928,II,22,"37,309,980",R,CSF2RB,-1.6E-05,3.2E-06,-4.82,1.4E-06,1.1E-05,5.35E-08,1.1E-05,1
cg27289478,I,4,"2,470,262",F,RNF4,-3.8E-06,8.4E-07,-4.50,6.9E-06,4.1E-05,5.41E-08,1.1E-05,1
cg06197751,II,3,"153,912,866",F,SGEF,8.0E-06,1.8E-06,4.33,1.5E-05,8.0E-05,5.43E-08,1.1E-05,1
cg13500388,II,16,"67,062,135",F,CBFB,-1.8E-05,2.0E-06,-9.20,3.5E-20,3.1E-18,5.43E-08,1.1E-05,1
cg00508334,I,7,"23,510,438",F,IGF2BP3,-6.7E-07,5.4E-07,-1.24,0.2166,0.2660,5.43E-08,1.1E-05,0
cg10345404,I,8,"27,187,123",F,PTK2B,5.2E-06,1.3E-06,4.03,5.6E-05,2.5E-04,5.44E-08,1.1E-05,1
cg13092108,II,1,"26,857,284",R,RPS6KA1,-1.3E-05,1.5E-06,-8.19,2.6E-16,1.5E-14,5.47E-08,1.1E-05,1
cg27016114,I,14,"101,712,466",F,,2.0E-06,1.2E-06,1.67,0.0950,0.1317,5.48E-08,1.1E-05,0
cg13423770,II,1,"156,338,775",F,RHBG,4.6E-06,1.2E-06,3.65,2.6E-04,9.3E-04,5.49E-08,1.1E-05,1
cg00652657,II,10,"131,761,587",F,EBF3,1.5E-06,5.4E-07,2.72,0.0065,0.0139,5.51E-08,1.1E-05,1
cg07380959,II,7,"93,520,323",F,TFPI2,-4.9E-06,8.8E-07,-5.57,2.6E-08,3.1E-07,5.51E-08,1.1E-05,1
cg18866792,II,2,"217,152,056",F,MARCH4,-5.1E-06,1.2E-06,-4.44,9.0E-06,5.2E-05,5.53E-08,1.1E-05,1
cg16119613,II,12,"127,762,762",R,,-1.5E-05,2.6E-06,-5.65,1.6E-08,2.0E-07,5.54E-08,1.1E-05,1
cg23884241,I,7,"27,169,957",R,HOXA4,7.8E-06,3.7E-06,2.13,0.0331,0.0543,5.54E-08,1.1E-05,0
cg22740603,II,6,"33,397,959",F,SYNGAP1,-7.6E-06,1.6E-06,-4.66,3.2E-06,2.1E-05,5.55E-08,1.1E-05,1
cg00534318,II,3,"129,032,826",R,,5.8E-07,1.4E-06,0.42,0.6730,0.7096,5.57E-08,1.1E-05,0
cg12474798,I,10,"64,565,772",R,ADO,-3.3E-05,4.1E-06,-7.91,2.6E-15,1.3E-13,5.59E-08,1.1E-05,1
cg07207043,II,6,"7,051,497",R,,-1.8E-05,3.7E-06,-4.90,9.5E-07,7.4E-06,5.61E-08,1.1E-05,1
cg10493186,I,1,"3,134,756",R,PRDM16,1.0E-05,2.8E-06,3.64,2.7E-04,9.5E-04,5.61E-08,1.1E-05,1
cg19784816,II,3,"52,812,520",R,ITIH1,3.8E-06,1.4E-06,2.63,0.0084,0.0174,5.62E-08,1.1E-05,1
cg09489567,II,2,"43,364,053",R,,4.1E-06,1.3E-06,3.19,0.0014,0.0039,5.63E-08,1.1E-05,1
cg03683250,II,15,"66,085,298",F,DENND4A,-3.2E-06,1.3E-06,-2.57,0.0102,0.0205,5.64E-08,1.1E-05,1
cg00205605,II,1,"2,516,401",R,,-1.1E-05,2.1E-06,-5.23,1.7E-07,1.6E-06,5.64E-08,1.1E-05,1
cg01643605,I,16,"29,040,623",F,,-7.0E-06,2.8E-06,-2.49,0.0129,0.0248,5.65E-08,1.1E-05,1
cg10835286,II,2,"66,657,913",R,,-2.2E-05,3.9E-06,-5.68,1.4E-08,1.8E-07,5.67E-08,1.1E-05,1
cg26724967,II,16,"3,115,223",R,IL32,-1.2E-05,1.8E-06,-6.71,2.0E-11,4.7E-10,5.68E-08,1.1E-05,1
cg20435267,II,5,"178,288,359",R,ZNF354B,2.5E-06,1.3E-06,1.90,0.0568,0.0853,5.70E-08,1.1E-05,0
cg20591407,II,12,"1,642,663",F,,5.3E-06,2.5E-06,2.13,0.0332,0.0544,5.72E-08,1.1E-05,0
cg08551027,II,12,"21,589,206",F,PYROXD1,4.0E-06,2.2E-06,1.80,0.0713,0.1032,5.72E-08,1.2E-05,0
cg24807547,II,6,"37,504,484",R,,1.0E-06,1.3E-06,0.76,0.4459,0.4952,5.73E-08,1.2E-05,0
cg11277230,II,4,"87,813,935",F,C4orf36,1.1E-06,1.1E-06,1.07,0.2859,0.3366,5.74E-08,1.2E-05,0
cg03126058,I,1,"3,282,757",F,PRDM16,-7.8E-06,2.7E-06,-2.89,0.0039,0.0091,5.74E-08,1.2E-05,1
cg25727671,II,7,"27,193,351",F,HOXA7,-1.2E-05,2.0E-06,-5.69,1.2E-08,1.6E-07,5.74E-08,1.2E-05,1
cg07987890,II,15,"69,366,322",R,MIR548H4,2.9E-06,1.4E-06,2.06,0.0396,0.0632,5.75E-08,1.2E-05,0
cg00687135,II,3,"21,792,991",R,ZNF385D,-2.0E-05,3.2E-06,-6.10,1.0E-09,1.7E-08,5.75E-08,1.2E-05,1
cg13644239,II,5,"891,886",R,TRIP13;BRD9,-5.2E-06,1.7E-06,-3.07,0.0022,0.0056,5.81E-08,1.2E-05,1
cg10520740,II,12,"1,952,798",F,CACNA2D4,-1.0E-05,1.6E-06,-6.68,2.4E-11,5.7E-10,5.85E-08,1.2E-05,1
cg25839482,II,15,"75,931,953",R,IMP3,-1.1E-05,1.2E-06,-8.85,8.7E-19,6.6E-17,5.88E-08,1.2E-05,1
cg01324550,II,17,"46,676,099",F,LOC404266;HOXB6,-2.0E-05,3.8E-06,-5.32,1.1E-07,1.1E-06,5.88E-08,1.2E-05,1
cg27144719,II,5,"156,340,946",R,,3.5E-06,1.7E-06,2.04,0.0414,0.0656,5.95E-08,1.2E-05,0
cg03540589,II,3,"39,192,364",R,CSRNP1,-1.2E-05,1.7E-06,-6.85,7.3E-12,1.9E-10,5.95E-08,1.2E-05,1
cg01763916,II,1,"40,849,202",F,SMAP2,-2.2E-05,2.2E-06,-10.23,1.4E-24,1.9E-22,5.97E-08,1.2E-05,1
cg25530944,I,X,"130,964,695",R,LOC286467,3.9E-06,1.7E-06,2.28,0.0229,0.0399,5.97E-08,1.2E-05,1
cg21615831,II,17,"25,798,202",F,KSR1,-5.5E-06,1.1E-06,-5.11,3.3E-07,2.9E-06,5.98E-08,1.2E-05,1
cg06522681,I,19,"15,121,596",R,CCDC105,-5.2E-06,2.3E-06,-2.29,0.0220,0.0386,5.98E-08,1.2E-05,1
cg08754067,II,5,"40,833,236",R,SNORD72;RPL37,-9.1E-06,2.1E-06,-4.43,9.4E-06,5.4E-05,5.98E-08,1.2E-05,1
cg01935722,II,19,"45,683,155",F,BLOC1S3,-6.4E-06,2.7E-06,-2.37,0.0178,0.0324,5.99E-08,1.2E-05,1
cg23385492,II,7,"158,325,118",F,PTPRN2,4.9E-06,3.3E-06,1.48,0.1402,0.1833,5.99E-08,1.2E-05,0
cg08472795,II,2,"129,067,253",F,HS6ST1,-1.1E-05,1.8E-06,-5.73,1.0E-08,1.3E-07,6.00E-08,1.2E-05,1
cg10012512,I,7,"157,224,041",F,,-2.3E-06,1.3E-06,-1.78,0.0754,0.1082,6.05E-08,1.2E-05,0
cg27615603,II,16,"31,213,045",R,PYCARD,-1.1E-05,1.9E-06,-5.63,1.8E-08,2.2E-07,6.05E-08,1.2E-05,1
cg04811945,II,4,"15,779,709",R,CD38,5.3E-06,1.4E-06,3.93,8.5E-05,3.6E-04,6.08E-08,1.2E-05,1
cg16822035,II,13,"113,633,379",R,MCF2L,1.6E-06,1.4E-06,1.15,0.2511,0.3012,6.08E-08,1.2E-05,0
